NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
2871,부산광역시 동구 범일동,830-263,830,263,범일 우리에,월세,21.66,202402,1,"2,000",35,13,2020,조방로49번길 23,202402~202501,신규,-,,
2872,부산광역시 동구 범일동,830-62,830,62,범일역 삼정그린코아 더 시티,월세,28.25,202402,18,"1,000",55,9,2021,범일로90번길 17,202402~202502,신규,-,,
2873,부산광역시 동구 범일동,08월 26일,26,8,서면 베스티움 더 시티,전세,24.1,202402,23,"12,000",0,6,2021,중앙대로 539,202403~202503,갱신,사용,"12,000",0
2874,부산광역시 동구 범일동,141-2,141,2,범일2차봄여름가을겨울,월세,28.04,202402,15,"1,500",55,13,2019,중앙대로 487,202402~202502,신규,-,,
2875,부산광역시 동구 범일동,08월 26일,26,8,서면 베스티움 더 시티,전세,24.1,202402,2,"13,000",0,17,2021,중앙대로 539,202402~202602,갱신,사용,"13,000",0
2876,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,27.93,202402,2,500,43,24,2014,조방로 14,202402~202502,신규,-,,
2877,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,42.17,202402,14,"1,000",68,25,2014,조방로 14,202402~202502,신규,-,,
2878,부산광역시 동구 범일동,1308-10,1308,10,금초파크,전세,63.58,202402,21,"17,000",0,11,2017,범곡북로 7,202403~202603,신규,-,,
2879,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,28.98,202402,6,"1,000",40,23,2014,조방로 14,202402~202502,신규,-,,
2880,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,42.28,202402,21,"1,000",65,30,2014,조방로 14,202402~202502,갱신,-,"1,000",60
2881,부산광역시 동구 범일동,830-62,830,62,범일역 삼정그린코아 더 시티,전세,29.59,202402,7,"13,000",0,11,2021,범일로90번길 17,202403~202603,신규,-,,
2882,부산광역시 동구 범일동,662-125,662,125,단디하우스,월세,25.38,202402,6,"1,000",30,6,2014,범일일길 26-1,-,-,-,,
2883,부산광역시 동구 범일동,08월 26일,26,8,서면 베스티움 더 시티,전세,24.1,202402,2,"12,000",0,7,2021,중앙대로 539,202402~202602,갱신,사용,"12,000",0
2884,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,47.75,202402,17,"1,000",70,28,2014,조방로 14,202402~202502,신규,-,,
2885,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,28.98,202402,22,500,45,24,2014,조방로 14,202403~202603,신규,-,,
2886,부산광역시 동구 범일동,631-5,631,5,영남골든뷰,월세,24.76,202402,16,"2,000",44,11,2019,범일로 86,202402~202502,신규,-,,
2887,부산광역시 동구 범일동,830-62,830,62,범일역 삼정그린코아 더 시티,월세,28.25,202402,8,"4,000",40,3,2021,범일로90번길 17,202402~202502,신규,-,,
2888,부산광역시 동구 범일동,830-140,830,140,동일타워,월세,27.93,202402,16,"1,000",40,13,2014,조방로 14,202402~202502,신규,-,,
2889,부산광역시 동구 범일동,830-62,830,62,범일역 삼정그린코아 더 시티,전세,28.25,202402,24,"13,000",0,13,2021,범일로90번길 17,202402~202602,신규,-,,
2890,부산광역시 동구 범일동,141-2,141,2,범일2차봄여름가을겨울,월세,28.33,202402,6,500,60,7,2019,중앙대로 487,202402~202502,신규,-,,
2891,부산광역시 부산진구 범천동,1652,1652,0,e편한세상 서면 더센트럴,전세,83.15,202402,1,"23,000",0,2,2022,신암로 133,202404~202603,신규,-,,
2892,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.75,202402,14,500,85,17,2020, ,202402~202502,신규,-,,
2893,부산광역시 부산진구 범천동,869-8,869,8,미라클 1차,월세,20.18,202402,15,"1,000",50,6,2020,중앙대로635번길 13,202402~202502,신규,-,,
2894,부산광역시 부산진구 범천동,857-2,857,2,서면동일스위트원룸오피스텔,월세,28,202402,16,300,42,13,2004,중앙대로 626,202402~202502,신규,-,,
2895,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.75,202402,23,500,85,7,2020, ,202402~202502,신규,-,,
2896,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,46.13,202402,23,"1,000",73,13,2020, ,202402~202502,신규,-,,
2897,부산광역시 부산진구 범천동,1230-76,1230,76,궁전아이브 더파크,전세,49.58,202402,22,"14,900",0,18,2021,신암로 87,202403~202603,신규,-,,
2898,부산광역시 부산진구 범천동,1298-10,1298,10,서면5차 봄여름가을겨울 아파트,월세,53.23,202402,3,"7,000",40,2,2024,신암로15번길 9,202402~202602,신규,-,,
2899,부산광역시 부산진구 범천동,858-23,858,23,한라시그마타워,월세,32.58,202402,16,"1,000",40,19,2004,황령대로 13,202402~202502,신규,-,,
2900,부산광역시 부산진구 범천동,839-37,839,37,DR에코시티2,월세,20.19,202402,21,"2,000",40,12,2022,자유평화로3번길 14-11,202402~202502,신규,-,,
2901,부산광역시 부산진구 범천동,848-8,848,8,부산 범일 로얄팰리스 2차,월세,51.03,202402,8,"1,000",80,10,2020,범일로 176,202402~202502,신규,-,,
2902,부산광역시 부산진구 범천동,858-23,858,23,한라시그마타워,월세,26.82,202402,20,500,33,20,2004,황령대로 13,202402~202502,신규,-,,
2903,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,전세,46.13,202402,28,"14,500",0,4,2020, ,202403~202603,신규,-,,
2904,부산광역시 부산진구 범천동,851-3,851,3,대동레미안센트럴시티,전세,25.47,202402,14,"6,500",0,13,2016,황령대로30번길 68,202402~202602,신규,-,,
2905,부산광역시 부산진구 범천동,870-52,870,52,평광 쉐르빌,월세,20.88,202402,13,500,37,10,2014,신천대로65번길 55,202402~202502,신규,-,,
2906,부산광역시 부산진구 범천동,851-3,851,3,대동레미안센트럴시티,전세,25.47,202402,2,"8,400",0,13,2016,황령대로30번길 68,202402~202602,신규,-,,
2907,부산광역시 부산진구 범천동,878-6,878,6,스타파크,월세,67.31,202402,2,"2,000",50,2,2017, ,202403~202603,신규,-,,
2908,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.03,202402,1,300,100,20,2020, ,202402~202405,신규,-,,
2909,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,전세,46.13,202402,15,"14,000",0,6,2020, ,202403~202603,신규,-,,
2910,부산광역시 부산진구 범천동,839-37,839,37,DR에코시티2,월세,20.09,202402,15,"9,500",15,15,2022,자유평화로3번길 14-11,202403~202603,신규,-,,
2911,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.75,202402,26,"1,000",83,8,2020, ,202403~202503,신규,-,,
2912,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,46.13,202402,26,"10,000",28,8,2020, ,202402~202502,갱신,-,"10,000",28
2913,부산광역시 부산진구 범천동,839-37,839,37,DR에코시티2,월세,27.42,202402,22,"9,500",12,11,2022,자유평화로3번길 14-11,202403~202603,신규,-,,
2914,부산광역시 부산진구 범천동,842-2,842,2,두산위브센티움,월세,28.69,202402,2,300,45,11,2005,자유평화로37번길 67,202402~202409,신규,-,,
2915,부산광역시 부산진구 범천동,859-10,859,10,디알카운티,월세,19.77,202402,12,"1,000",45,7,2021,중앙대로644번길 70,202402~202502,신규,-,,
2916,부산광역시 부산진구 범천동,1057-2,1057,2,대우디오빌I,월세,38.14,202402,16,"2,000",35,2,2004,가야대로 714,202402~202502,신규,-,,
2917,부산광역시 부산진구 범천동,1055-14,1055,14,예원오피스텔,월세,28.91,202402,16,400,35,5,2004,신천대로165번길 18,202402~202502,신규,-,,
2918,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,전세,46.13,202402,2,"15,000",0,13,2020, ,202402~202602,신규,-,,
2919,부산광역시 부산진구 범천동,859-10,859,10,디알카운티,월세,19.9,202402,24,"2,300",45,3,2021,중앙대로644번길 70,202402~202502,신규,-,,
2920,부산광역시 부산진구 범천동,1650,1650,0,서면3차 봄여름가을겨울,전세,60.83,202402,22,"20,000",0,21,2020,가야대로 694,202403~202603,신규,-,,
2921,부산광역시 부산진구 범천동,1287-1,1287,1,새롬 하이빌,월세,27.95,202402,4,500,30,7,2003,신암로39번길 4,-,-,-,,
2922,부산광역시 부산진구 범천동,851-3,851,3,대동레미안센트럴시티,월세,25.47,202402,23,500,36,14,2016,황령대로30번길 68,202402~202502,신규,-,,
2923,부산광역시 부산진구 범천동,849-2,849,2,대동레미안 센트럴시티5,월세,27.46,202402,28,"4,000",34,11,2019,범일로192번길 10,202403~202503,신규,-,,
2924,부산광역시 부산진구 범천동,858-23,858,23,한라시그마타워,월세,32.58,202402,28,"2,000",35,12,2004,황령대로 13,202402~202502,신규,-,,
2925,부산광역시 부산진구 범천동,875-27,875,27,영진아트빌,월세,51.4,202402,19,"2,000",60,2,2016,신천대로71번길 61,202402~202502,신규,-,,
2926,부산광역시 부산진구 범천동,839-37,839,37,DR에코시티2,월세,27.42,202402,20,"10,000",10,11,2022,자유평화로3번길 14-11,202403~202603,신규,-,,
2927,부산광역시 부산진구 범천동,858-51,858,51,르씨엘,월세,24.75,202402,1,"2,000",50,11,2022,황령대로7번길 12,202402~202502,신규,-,,
2928,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,전세,46.13,202402,26,"14,500",0,4,2020, ,202403~202603,신규,-,,
2929,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,46.13,202402,4,"1,000",75,14,2020, ,202402~202502,신규,-,,
2930,부산광역시 부산진구 범천동,851-3,851,3,대동레미안센트럴시티,월세,25.47,202402,28,500,36,7,2016,황령대로30번길 68,202402~202502,신규,-,,
2931,부산광역시 부산진구 범천동,869-8,869,8,미라클 1차,월세,20.18,202402,23,500,55,7,2020,중앙대로635번길 13,202402~202502,신규,-,,
2932,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,46.13,202402,6,"1,000",62,8,2020, ,202402~202602,갱신,사용,"1,000",60
2933,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,전세,56,202402,6,"18,500",0,12,2020, ,202403~202603,신규,-,,
2934,부산광역시 부산진구 범천동,857-12,857,12,대동레미안젤리,월세,29.58,202402,7,"1,000",33,13,2016,황령대로7번길 27,202402~202502,신규,-,,
2935,부산광역시 부산진구 범천동,869-8,869,8,미라클 1차,월세,21.55,202402,7,"1,000",50,6,2020,중앙대로635번길 13,202402~202502,신규,-,,
2936,부산광역시 부산진구 범천동,858-23,858,23,한라시그마타워,월세,32.58,202402,3,"2,000",35,11,2004,황령대로 13,202402~202502,신규,-,,
2937,부산광역시 부산진구 범천동,848-8,848,8,부산 범일 로얄팰리스 2차,월세,51.03,202402,3,500,85,16,2020,범일로 176,202402~202502,신규,-,,
2938,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.03,202402,7,"5,000",70,17,2020, ,202402~202602,신규,-,,
2939,부산광역시 부산진구 범천동,857-2,857,2,서면동일스위트원룸오피스텔,월세,30.75,202402,23,300,44,15,2004,중앙대로 626,202402~202502,신규,-,,
2940,부산광역시 부산진구 범천동,858-23,858,23,한라시그마타워,월세,26.09,202402,15,500,40,10,2004,황령대로 13,202402~202502,신규,-,,
2941,부산광역시 부산진구 범천동,848-8,848,8,부산 범일 로얄팰리스 2차,월세,51.03,202402,16,"1,000",73,6,2020,범일로 176,202402~202502,신규,-,,
2942,부산광역시 부산진구 범천동,857-2,857,2,서면동일스위트원룸오피스텔,월세,25.98,202402,23,200,45,12,2004,중앙대로 626,202402~202502,신규,-,,
2943,부산광역시 부산진구 범천동,864-1,864,1,다인 로얄팰리스,월세,51.75,202402,16,"2,000",80,11,2020, ,202402~202502,신규,-,,
2944,부산광역시 동래구 낙민동,265,265,0,부일스톤캐슬,전세,62.29,202402,15,"19,900",0,12,2017,충렬대로255번길 12,202402~202502,갱신,-,"21,000",0
2945,부산광역시 동래구 낙민동,291-9,291,9,오름캐슬,월세,28.89,202402,6,"1,000",45,3,2017,충렬대로258번길 20,202402~202502,신규,-,,
2946,부산광역시 동래구 낙민동,291-9,291,9,오름캐슬,전세,29.34,202402,16,"9,000",0,11,2017,충렬대로258번길 20,202403~202603,신규,-,,
2947,부산광역시 동래구 낙민동,293-1,293,1,블리시움,전세,55.03,202402,5,"18,000",0,15,2021,충렬대로256번길 25-10,202402~202602,신규,-,,
2948,부산광역시 동래구 낙민동,288-26,288,26,예시카하우스,월세,48.01,202402,19,"10,000",30,4,2017,충렬대로258번길 9,202403~202603,신규,-,,
2949,부산광역시 북구 덕천동,291-6,291,6,일리아나 파크빌,전세,18.75,202402,3,"5,000",0,9,2017,덕천로40번길 13,-,-,-,,
2950,부산광역시 북구 덕천동,326-13,326,13,보금자리,월세,23.19,202402,2,500,40,3,2013,금곡대로 32-7,202402~202502,신규,-,,
2951,부산광역시 북구 덕천동,336-16,336,16,O.T일루소,월세,29.99,202402,5,"4,000",40,2,2022,의성로78번길 9,202402~202502,신규,-,,
2952,부산광역시 해운대구 재송동,1074-1,1074,1,센텀더원,월세,21.75,202402,20,500,40,4,2020,재송1로 24,202402~202502,신규,-,,
2953,부산광역시 해운대구 재송동,1074-1,1074,1,센텀더원,월세,21.75,202402,19,500,40,3,2020,재송1로 24,202402~202502,신규,-,,
2954,부산광역시 해운대구 재송동,1076-13,1076,13,센티움,월세,23.28,202402,16,500,32,2,2018,재송1로26번길 21,202402~202502,신규,-,,
2955,부산광역시 해운대구 재송동,210-10,210,10,협성 루에나 센텀,전세,66.42,202402,1,"18,000",0,3,2023,재송1로 5,202403~202603,신규,-,,
2956,부산광역시 해운대구 재송동,1054-25,1054,25,메트로폴리스24,월세,26.16,202402,14,"1,000",70,7,2022,재송1로31번길 24,202402~202502,신규,-,,
2957,부산광역시 해운대구 재송동,1073-5,1073,5,하이츠센텀,월세,20.96,202402,7,200,40,3,2018,재송1로14번길 17,202402~202502,신규,-,,
2958,부산광역시 해운대구 재송동,1073-5,1073,5,하이츠센텀,월세,26.12,202402,12,300,37,4,2018,재송1로14번길 17,202402~202502,신규,-,,
2959,부산광역시 해운대구 재송동,1073-23,1073,23,제이에스레그노4차,월세,21.09,202402,24,"1,000",50,12,2021,재송1로 18,202402~202502,신규,-,,
2960,부산광역시 해운대구 재송동,1073-5,1073,5,하이츠센텀,월세,27.2,202402,15,"2,000",32,4,2018,재송1로14번길 17,202402~202502,신규,-,,
2961,부산광역시 해운대구 재송동,1073-5,1073,5,하이츠센텀,월세,27.2,202402,17,500,31,2,2018,재송1로14번길 17,202402~202502,신규,-,,
2962,부산광역시 해운대구 재송동,1196,1196,0,더？ 센텀스타,전세,61.41,202402,2,"23,000",0,2,2008,센텀동로 123,202402~202602,갱신,사용,"23,000",0
2963,부산광역시 해운대구 재송동,1073-23,1073,23,제이에스레그노4차,월세,26.77,202402,10,200,50,7,2021,재송1로 18,202402~202404,신규,-,,
2964,부산광역시 해운대구 재송동,1073-23,1073,23,제이에스레그노4차,월세,23.14,202402,14,200,50,12,2021,재송1로 18,202402~202404,신규,-,,
2965,부산광역시 해운대구 재송동,1130-13,1130,13,보금자리,월세,60.24,202402,5,"10,000",20,6,2012,재반로112번길 7-1,202402~202602,신규,-,,
2966,부산광역시 사하구 신평동,445,445,0,더블루 오피스텔,전세,40.39,202402,10,"11,500",0,9,2015,비봉로 87,202402~202502,신규,-,,
2967,부산광역시 사하구 신평동,445,445,0,더블루 오피스텔,월세,26.62,202402,6,"4,000",70,2,2015,비봉로 87,202402~202602,신규,-,,
2968,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,24,"2,000",35,18,2020,명지국제2로 16,202402~202502,신규,-,,
2969,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,16,500,47,14,2021,명지국제6로 107,202402~202502,신규,-,,
2970,부산광역시 강서구 명지동,Jul-40,3240,7,명지 청산오션타워,월세,29,202402,17,500,40,8,2014,명지오션시티1로 173,202402~202502,신규,-,,
2971,부산광역시 강서구 명지동,3594,3594,0,더샵 명지퍼스트월드 2단지,월세,29.44,202402,1,500,46,22,2020,명지국제7로 37,202402~202501,신규,-,,
2972,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,16,500,47,14,2020,명지국제2로 16,202402~202502,신규,-,,
2973,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,22.19,202402,16,500,40,12,2021,명지국제6로 99,202402~202502,신규,-,,
2974,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,2,500,45,18,2021,명지국제6로 107,202403~202503,갱신,-,500,45
2975,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,전세,35.49,202402,2,"15,500",0,16,2021,명지국제6로 107,202402~202602,신규,-,,
2976,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,전세,27.2,202402,12,"11,000",0,6,2021,명지국제6로 99,202403~202603,신규,-,,
2977,부산광역시 강서구 명지동,Jul-40,3240,7,명지 청산오션타워,월세,29.77,202402,5,500,40,9,2014,명지오션시티1로 173,202402~202502,신규,-,,
2978,부산광역시 강서구 명지동,3229-26,3229,26,명지 삼정그린코아 웨스트,월세,23.62,202402,5,300,33,6,2015,명지오션시티9로 50,202402~202410,갱신,-,300,30
2979,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,5,500,45,19,2020,명지국제2로 16,202402~202508,-,-,,
2980,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,전세,22.19,202402,19,"9,500",0,4,2021,명지국제6로 107,202403~202603,신규,-,,
2981,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,전세,27.32,202402,5,"12,000",0,17,2021,명지국제6로 107,202402~202602,신규,-,,
2982,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,전세,27.32,202402,5,"12,000",0,14,2021,명지국제6로 107,202402~202602,신규,-,,
2983,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,29.25,202402,14,500,45,15,2019, ,202402~202602,신규,-,,
2984,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.77,202402,20,500,47,5,2021,명지국제6로 107,202402~202502,신규,-,,
2985,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,20,500,47,16,2021,명지국제6로 107,202402~202502,신규,-,,
2986,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,29.25,202402,20,500,47,9,2019, ,202402~202502,신규,-,,
2987,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,전세,24.56,202402,24,"9,900",0,18,2020,명지국제2로 16,202403~202603,신규,-,,
2988,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,전세,24.56,202402,6,"9,500",0,17,2020,명지국제2로 16,202402~202602,신규,-,,
2989,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,5,500,41,15,2020,명지국제2로 16,202402~202502,신규,-,,
2990,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,전세,29.25,202402,17,"8,100",0,27,2019, ,202403~202603,신규,-,,
2991,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,28.46,202402,24,500,50,16,2021,명지국제6로 99,202402~202502,신규,-,,
2992,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,28.46,202402,24,500,48,14,2021,명지국제6로 107,202402~202502,신규,-,,
2993,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,28.46,202402,3,500,49,18,2021,명지국제6로 99,202402~202502,신규,-,,
2994,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,28.46,202402,3,300,50,19,2021,명지국제6로 107,202402~202502,신규,-,,
2995,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,14,500,45,10,2020,명지국제2로 16,202403~202502,신규,-,,
2996,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,28.46,202402,13,500,48,10,2021,명지국제6로 107,202402~202505,신규,-,,
2997,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,5,"2,000",37,11,2021,명지국제6로 107,202402~202502,갱신,-,"2,000",37
2998,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,59.39,202402,19,"1,000",75,18,2019, ,202403~202502,갱신,-,"1,000",70
2999,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,전세,24.56,202402,6,"9,000",0,15,2020,명지국제2로 16,202403~202603,신규,-,,
3000,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,6,500,45,7,2021,명지국제6로 107,202402~202502,신규,-,,
3001,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,전세,48.75,202402,13,"17,000",0,5,2021,명지국제6로 107,202402~202602,신규,-,,
3002,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,전세,29.25,202402,23,"8,100",0,23,2019, ,202402~202502,갱신,-,"10,000",0
3003,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,27.32,202402,3,500,60,18,2021,명지국제6로 99,202402~202502,신규,-,,
3004,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,전세,59.5,202402,3,"18,500",0,8,2019, ,202403~202603,신규,-,,
3005,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,58.37,202402,3,"2,000",70,13,2019, ,202402~202502,신규,-,,
3006,부산광역시 강서구 명지동,Jul-40,3240,7,명지 청산오션타워,월세,29,202402,13,500,45,4,2014,명지오션시티1로 173,202402~202502,신규,-,,
3007,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,5,500,45,5,2020,명지국제2로 16,202402~202502,신규,-,,
3008,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,27.2,202402,26,500,49,14,2021,명지국제6로 107,202402~202502,신규,-,,
3009,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,59.43,202402,17,"1,000",85,26,2019, ,202402~202502,신규,-,,
3010,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,27.2,202402,24,500,48,13,2021,명지국제6로 107,202402~202502,신규,-,,
3011,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.23,202402,16,500,45,16,2021,명지국제6로 107,202403~202502,갱신,-,500,45
3012,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.79,202402,22,500,47,7,2021,명지국제6로 107,202402~202502,신규,-,,
3013,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,전세,29.25,202402,23,"10,000",0,12,2019, ,202402~202602,갱신,사용,"10,000",0
3014,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,전세,27.32,202402,23,"11,500",0,9,2021,명지국제6로 99,202402~202502,신규,-,,
3015,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,전세,27.2,202402,23,"11,000",0,14,2021,명지국제6로 99,202403~202603,신규,-,,
3016,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,전세,29.25,202402,21,"8,100",0,17,2019, ,202403~202603,신규,-,,
3017,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.77,202402,15,500,42,17,2021,명지국제6로 107,202402~202502,신규,-,,
3018,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,28.46,202402,15,500,52,13,2021,명지국제6로 99,202402~202406,갱신,-,500,50
3019,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,21,500,47,13,2021,명지국제6로 107,202402~202502,신규,-,,
3020,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,22.19,202402,21,500,42,14,2021,명지국제6로 99,202402~202502,신규,-,,
3021,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,29.25,202402,21,500,43,4,2019, ,202402~202502,신규,-,,
3022,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,22.19,202402,5,500,41,10,2021,명지국제6로 99,202402~202502,신규,-,,
3023,부산광역시 강서구 명지동,Jul-40,3240,7,명지 청산오션타워,월세,29,202402,7,500,40,7,2014,명지오션시티1로 173,202402~202502,신규,-,,
3024,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,전세,24.56,202402,7,"7,875",0,9,2020,명지국제2로 16,202402~202502,갱신,-,"7,500",0
3025,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,7,500,40,11,2020,명지국제2로 16,202402~202502,신규,-,,
3026,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,전세,22.19,202402,7,"9,500",0,4,2021,명지국제6로 99,202403~202603,신규,-,,
3027,부산광역시 강서구 명지동,May-32,3432,5,부산명지 대방디엠시티 센텀오션1차,월세,28.46,202402,26,500,50,4,2021,명지국제6로 99,202402~202502,신규,-,,
3028,부산광역시 강서구 명지동,Mar-99,3599,3,명지국제신도시 삼정그린코아 더베스트,월세,29.13,202402,24,500,45,19,2019, ,202404~202504,신규,-,,
3029,부산광역시 강서구 명지동,3594,3594,0,더샵 명지퍼스트월드 2단지,전세,29.44,202402,24,"13,000",0,26,2020,명지국제7로 37,202403~202603,갱신,사용,"13,000",0
3030,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,28.06,202402,24,500,49,9,2021,명지국제6로 107,202402~202502,신규,-,,
3031,부산광역시 강서구 명지동,Jul-40,3240,7,명지 청산오션타워,월세,29,202402,24,500,45,10,2014,명지오션시티1로 173,202402~202502,신규,-,,
3032,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,27.32,202402,3,500,49,16,2021,명지국제6로 107,202402~202502,신규,-,,
3033,부산광역시 강서구 명지동,3594,3594,0,더샵 명지퍼스트월드 2단지,월세,29.44,202402,3,"1,000",45,17,2020,명지국제7로 37,202402~202502,신규,-,,
3034,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.23,202402,15,500,44,3,2021,명지국제6로 107,202402~202502,신규,-,,
