NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
3035,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.79,202402,21,500,47,8,2021,명지국제6로 107,202402~202502,신규,-,,
3036,부산광역시 강서구 명지동,3229-26,3229,26,명지 삼정그린코아 웨스트,월세,23.62,202402,1,500,35,6,2015,명지오션시티9로 50,202402~202502,신규,-,,
3037,부산광역시 강서구 명지동,3229-26,3229,26,명지 삼정그린코아 웨스트,월세,23.62,202402,1,300,35,3,2015,명지오션시티9로 50,202402~202502,신규,-,,
3038,부산광역시 강서구 명지동,Mar-32,3432,3,부산명지 대방디엠시티 센텀오션2차,월세,22.19,202402,1,"2,000",38,4,2021,명지국제6로 107,202402~202502,신규,-,,
3039,부산광역시 강서구 명지동,Feb-04,3604,2,부산 명지 제나우스 블루오션 오피스텔,월세,24.56,202402,7,500,37,3,2020,명지국제2로 16,202402~202502,신규,-,,
3040,부산광역시 수영구 광안동,199-3,199,3,가비펠리치,전세,25.11,202402,5,"12,000",0,13,2020,광남로 100,202402~202602,신규,-,,
3041,부산광역시 수영구 광안동,129-15,129,15,주안골드리치,월세,16.54,202402,26,500,43,4,2017,수영로618번길 108,202402~202502,신규,-,,
3042,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,전세,22.96,202402,6,"11,000",0,11,2020,수영로666번길 6,-,-,-,,
3043,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,7,500,40,6,2015, ,202402~202502,신규,-,,
3044,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,전세,22.96,202402,7,"12,000",0,19,2020,수영로666번길 6,-,-,-,,
3045,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,19,"10,000",10,13,2020,수영로666번길 6,202403~202603,신규,-,,
3046,부산광역시 수영구 광안동,193-4,193,4,부산광안대우아이빌,전세,35.33,202402,13,"9,500",0,6,2005,광안로62번길 39,202403~202603,신규,-,,
3047,부산광역시 수영구 광안동,97-27,97,27,더 파티하우스,월세,29.69,202402,5,"9,000",2,7,2013,무학로9번길 72,202402~202602,신규,-,,
3048,부산광역시 수영구 광안동,Jan-51,51,1,베스테이 센트럴뷰,전세,27.78,202402,23,"12,000",0,12,2021,수영로 700,202402~202602,신규,-,,
3049,부산광역시 수영구 광안동,177-9,177,9,트라움하우스 17차,월세,26.2,202402,23,"1,000",50,5,2018,남천바다로15번길 76,202402~202502,신규,-,,
3050,부산광역시 수영구 광안동,659-8,659,8,센티움시티 7차,월세,24.35,202402,26,"1,000",49,4,2018,수영로 637-6,202402~202502,신규,-,,
3051,부산광역시 수영구 광안동,88-15,88,15,슬론하우스,전세,28.74,202402,16,"13,000",0,10,2023,수영로674번길 7,202403~202603,신규,-,,
3052,부산광역시 수영구 광안동,490-1,490,1,파스텔라 스튜디오,월세,28.47,202402,17,"2,000",39,8,2014,수영로 631,202402~202502,신규,-,,
3053,부산광역시 수영구 광안동,Feb-50,50,2,더 폼타워,월세,44.47,202402,3,"1,000",59,12,2015,무학로9번길 141,202402~202502,신규,-,,
3054,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.99,202402,18,"1,000",45,15,2015, ,202402~202502,신규,-,,
3055,부산광역시 수영구 광안동,333-9,333,9,세종엠클래스A,전세,63.93,202402,26,"21,000",0,4,2018,수영로513번길 17-3,202402~202602,신규,-,,
3056,부산광역시 수영구 광안동,118-2,118,2,성우이린타워,월세,27.23,202402,13,"2,000",53,10,2019,수영로618번길 4,202402~202408,갱신,-,"2,000",53
3057,부산광역시 수영구 광안동,490-1,490,1,파스텔라 스튜디오,월세,24.16,202402,18,"2,000",35,20,2014,수영로 631,202402~202502,신규,-,,
3058,부산광역시 수영구 광안동,1055-11,1055,11,광안 해온누리,전세,42.41,202402,26,"13,500",0,6,2018,광서로36번길 5-15,202403~202603,신규,-,,
3059,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,28,500,43,15,2015, ,202402~202502,신규,-,,
3060,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.9,202402,18,"1,000",46,8,2020,수영로666번길 6,202402~202502,신규,-,,
3061,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,23.49,202402,19,"9,400",18,18,2020,수영로666번길 6,202403~202603,신규,-,,
3062,부산광역시 수영구 광안동,1060-17,1060,17,스타뷰타워22,전세,20.46,202402,23,"10,000",0,5,2022,망미번영로38번길 71,202402~202602,신규,-,,
3063,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.9,202402,24,500,60,17,2020,수영로666번길 6,202402~202602,신규,-,,
3064,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,23.49,202402,14,500,50,9,2020,수영로666번길 6,202402~202502,신규,-,,
3065,부산광역시 수영구 광안동,Feb-50,50,2,더 폼타워,월세,28.37,202402,8,200,36,7,2015,무학로9번길 141,202402~202502,신규,-,,
3066,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,21,500,42,11,2015, ,202402~202502,신규,-,,
3067,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,22.96,202402,5,"2,000",48,16,2020,수영로666번길 6,202402~202502,신규,-,,
3068,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,6,500,55,18,2020,수영로666번길 6,202402~202410,신규,-,,
3069,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,전세,23.49,202402,14,"9,500",0,13,2020,수영로666번길 6,202402~202502,신규,-,,
3070,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.99,202402,17,500,50,20,2015, ,202402~202502,신규,-,,
3071,부산광역시 수영구 광안동,1069-18,1069,18,오케이보람,월세,17.22,202402,14,500,38,4,2016,망미번영로24번길 97-5,202402~202502,신규,-,,
3072,부산광역시 수영구 광안동,201-5,201,5,광안지웰 에스테이트,월세,38.98,202402,15,"2,000",120,15,2019,광안해변로 165,202402~202502,신규,-,,
3073,부산광역시 수영구 광안동,201-5,201,5,광안지웰 에스테이트,월세,23.34,202402,5,500,50,7,2019,광안해변로 165,202402~202502,신규,-,,
3074,부산광역시 수영구 광안동,494-9,494,9,성우팰리스,전세,71.14,202402,15,"20,000",0,6,2012,광일로14번길 13,202402~202602,신규,-,,
3075,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,17,"2,000",44,12,2020,수영로666번길 6,202402~202502,신규,-,,
3076,부산광역시 수영구 광안동,141-18,141,18,토마스앤레지나,전세,22.49,202402,26,"11,000",0,6,2022,수영로 604,202404~202604,신규,-,,
3077,부산광역시 수영구 광안동,1069-17,1069,17,센텀큐브빌,월세,20.15,202402,6,500,50,6,2018,망미번영로24번길 89-11,202402~202502,신규,-,,
3078,부산광역시 수영구 광안동,Aug-74,74,8,일성센텀스카이뷰,전세,41.97,202402,23,"12,350",0,2,2012,수영로680번길 9,202403~202603,신규,-,,
3079,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,6,500,42,18,2015, ,202402~202502,신규,-,,
3080,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,24,"2,000",45,15,2020,수영로666번길 6,202402~202502,신규,-,,
3081,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,16,500,42,14,2015, ,202402~202502,신규,-,,
3082,부산광역시 수영구 광안동,195-9,195,9,경동리인,월세,40.22,202402,15,"3,000",60,18,2022,광남로 122,202401~202407,신규,-,,
3083,부산광역시 수영구 광안동,536-17,536,17,KD Domus,전세,33.23,202402,1,"14,000",0,5,2019,광일로29번길 26-7,202402~202602,신규,-,,
3084,부산광역시 수영구 광안동,506-32,506,32,이든바인하츠,월세,25.56,202402,22,"1,000",35,6,2014,수영로 568,202402~202502,신규,-,,
3085,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.73,202402,22,500,45,3,2015, ,202402~202502,신규,-,,
3086,부산광역시 수영구 광안동,Nov-97,97,11,케이 스카이 뷰,전세,29.89,202402,16,"10,000",0,6,2017,무학로21번길 65,202403~202603,신규,-,,
3087,부산광역시 수영구 광안동,88-15,88,15,슬론하우스,전세,28.7,202402,16,"17,000",0,13,2023,수영로674번길 7,202402~202602,신규,-,,
3088,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,28.55,202402,21,500,45,8,2015, ,202402~202502,신규,-,,
3089,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.99,202402,15,500,45,14,2015, ,202402~202502,신규,-,,
3090,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,24,"5,000",31,12,2020,수영로666번길 6,202402~202502,신규,-,,
3091,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,28.55,202402,23,"1,000",45,18,2015, ,202402~202502,신규,-,,
3092,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,22.96,202402,22,500,55,4,2020,수영로666번길 6,202402~202502,신규,-,,
3093,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.17,202402,21,"10,000",8,16,2020,수영로666번길 6,202403~202603,신규,-,,
3094,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.73,202402,5,500,45,8,2015, ,202402~202502,신규,-,,
3095,부산광역시 수영구 광안동,664-6,664,6,HanaStay 광안,월세,47.72,202402,16,"1,500",70,16,2022,수영로 645,202402~202602,신규,-,,
3096,부산광역시 수영구 광안동,118-14,118,14,부일메트로스카이,월세,29.93,202402,21,500,55,7,2014,수영로606번길 5-8,202402~202502,신규,-,,
3097,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,29.99,202402,13,"1,500",35,9,2015, ,202402~202502,갱신,-,"1,000",40
3098,부산광역시 수영구 광안동,88-15,88,15,슬론하우스,월세,29.08,202402,14,"2,000",65,9,2023,수영로674번길 7,202402~202502,신규,-,,
3099,부산광역시 수영구 광안동,490-1,490,1,파스텔라 스튜디오,월세,23.55,202402,24,500,45,8,2014,수영로 631,202402~202502,신규,-,,
3100,부산광역시 수영구 광안동,Jan-50,50,1,수영역 디온플레이스 어반,월세,21.29,202402,5,"2,800",39,16,2021,수영로 712,202402~202502,신규,-,,
3101,부산광역시 수영구 광안동,88-15,88,15,슬론하우스,전세,29.08,202402,15,"13,000",0,11,2023,수영로674번길 7,202403~202603,신규,-,,
3102,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,전세,24.17,202402,3,"12,000",0,19,2020,수영로666번길 6,202402~202602,신규,-,,
3103,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,22.65,202402,15,500,52,4,2020,수영로666번길 6,202402~202502,신규,-,,
3104,부산광역시 수영구 광안동,88-15,88,15,슬론하우스,전세,28.76,202402,8,"15,000",0,13,2023,수영로674번길 7,202402~202602,신규,-,,
3105,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,월세,27.1,202402,3,500,42,9,2015, ,202402~202502,신규,-,,
3106,부산광역시 수영구 광안동,737-9,737,9,세종 엠제이드 호암,월세,28.97,202402,24,"2,000",62,5,2017,장대골로 20-11,202402~202502,신규,-,,
3107,부산광역시 수영구 광안동,157-27,157,27,광안에코하임,전세,53.52,202402,2,"18,000",0,8,2018,광안로49번길 60,202402~202602,신규,-,,
3108,부산광역시 수영구 광안동,Jan-98,98,1,수영역 삼정그린코아 더시티,월세,24.9,202402,8,500,65,16,2020,수영로666번길 6,202402~202502,신규,-,,
3109,부산광역시 사상구 괘법동,564-8,564,8,사상역 포르투나 더 테라스,월세,26.26,202402,16,"2,000",50,14,2021,광장로 54,202402~202502,신규,-,,
3110,부산광역시 사상구 괘법동,485-7,485,7,대동레미안 주현빌,월세,22.24,202402,16,"1,000",39,13,2017, ,202402~202502,신규,-,,
3111,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,24.92,202402,19,"2,800",43,2,2023,광장로93번길 22,202402~202501,신규,-,,
3112,부산광역시 사상구 괘법동,552-35,552,35,강일스퀘아,전세,42.76,202402,22,"13,000",0,13,2018,광장로86번길 38,202403~202603,신규,-,,
3113,부산광역시 사상구 괘법동,551-32,551,32,힐튼빌오피스텔,월세,18.71,202402,22,"8,000",10,4,2019,광장로104번길 24,202403~202603,신규,-,,
3114,부산광역시 사상구 괘법동,524-3,524,3,대동레미안 스마트시티,월세,24.09,202402,22,"1,000",46,14,2020,사상로243번길 13,202402~202502,신규,-,,
3115,부산광역시 사상구 괘법동,554-5,554,5,사상역 예서 두레라움,월세,18.14,202402,28,500,35,3,2018,사상로181번길 7,202402~202502,신규,-,,
3116,부산광역시 사상구 괘법동,550-9,550,9,사상세영엘리츠,월세,28.32,202402,19,"1,000",49,7,2021,광장로86번길 31,202402~202502,신규,-,,
3117,부산광역시 사상구 괘법동,542-3,542,3,유동리버시티,전세,22.06,202402,6,"10,000",0,8,2021,사상로202번길 46,202402~202602,신규,-,,
3118,부산광역시 사상구 괘법동,521-1,521,1,사상센텀아파트,전세,64.88,202402,6,"17,000",0,10,2017,광장로21번길 46,202403~202604,신규,-,,
3119,부산광역시 사상구 괘법동,549-22,549,22,사상역 경보센트리안2차,월세,19.45,202402,6,"2,000",30,6,2020,사상로170번길 31,-,-,-,,
3120,부산광역시 사상구 괘법동,549-22,549,22,사상역 경보센트리안2차,전세,19.45,202402,6,"9,000",0,9,2020,사상로170번길 31,202403~202603,신규,-,,
3121,부산광역시 사상구 괘법동,524-41,524,41,승원 팰리스,월세,19.44,202402,2,"6,700",1,6,2021,사상로243번길 9-5,202402~202602,신규,-,,
3122,부산광역시 사상구 괘법동,554-5,554,5,사상역 예서 두레라움,월세,24.58,202402,23,"2,000",66,8,2018,사상로181번길 7,202402~202502,신규,-,,
3123,부산광역시 사상구 괘법동,551-32,551,32,힐튼빌오피스텔,월세,19.2,202402,23,"8,000",1,13,2019,광장로104번길 24,202403~202603,신규,-,,
3124,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,24.92,202402,2,"2,800",43,8,2023,광장로93번길 22,202402~202502,신규,-,,
3125,부산광역시 사상구 괘법동,541-14,541,14,보성오페라,월세,22.87,202402,2,"2,000",32,20,2020,광장로103번길 31,202402~202502,신규,-,,
3126,부산광역시 사상구 괘법동,549-22,549,22,사상역 경보센트리안2차,월세,20.12,202402,13,300,42,7,2020,사상로170번길 31,202402~202502,신규,-,,
3127,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,25.65,202402,2,"2,800",48,10,2023,광장로93번길 22,202402~202502,신규,-,,
3128,부산광역시 사상구 괘법동,547-4,547,4,하이앤드빌딩,월세,29.59,202402,2,"1,000",40,10,2012,광장로 84,202402~202502,신규,-,,
3129,부산광역시 사상구 괘법동,549-16,549,16,퀸즈파크,전세,23.46,202402,2,"13,000",0,7,2022,광장로104번길 10,202402~202602,신규,-,,
3130,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,25.65,202402,14,"2,800",43,5,2023,광장로93번길 22,202402~202502,신규,-,,
3131,부산광역시 사상구 괘법동,516-40,516,40,부일스타리움에스티,월세,29.95,202402,23,"2,300",35,4,2022,낙동대로1210번길 85,202403~202503,신규,-,,
3132,부산광역시 사상구 괘법동,564-8,564,8,사상역 포르투나 더 테라스,월세,26.26,202402,13,"1,000",55,13,2021,광장로 54,202402~202502,신규,-,,
3133,부산광역시 사상구 괘법동,984,984,0,센트럴 스타힐스,전세,45.51,202402,16,"17,000",0,7,2022,사상로223번길 23,202403~202603,신규,-,,
3134,부산광역시 사상구 괘법동,524-3,524,3,대동레미안 스마트시티,월세,24.09,202402,21,"1,000",46,17,2020,사상로243번길 13,202402~202502,신규,-,,
3135,부산광역시 사상구 괘법동,547-15,547,15,대성캐슬,월세,61.68,202402,4,"1,000",60,3,2016, ,202402~202602,신규,-,,
3136,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,27.11,202402,7,"2,800",53,8,2023,광장로93번길 22,202402~202502,신규,-,,
3137,부산광역시 사상구 괘법동,485-7,485,7,대동레미안 주현빌,월세,22.27,202402,7,"1,000",39,11,2017, ,202402~202502,신규,-,,
3138,부산광역시 사상구 괘법동,516-40,516,40,부일스타리움에스티,월세,20.14,202402,17,"2,000",46,7,2022,낙동대로1210번길 85,202402~202502,신규,-,,
3139,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,24.92,202402,17,"2,800",43,3,2023,광장로93번길 22,202402~202502,신규,-,,
3140,부산광역시 사상구 괘법동,542-7,542,7,유동르네상스,월세,24.92,202402,16,"1,000",60,13,2023,광장로93번길 22,202402~202502,신규,-,,
